,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,
-,-,11,2018/11/6 11:02,166-786-agekke,10236,乗客アプリ（地図から）,2051,213,5,1,,2018/11/6 11:10,2018/11/6 11:27,35.443908 139.635249,イセザキ・モール,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/11/6 11:07,2018/11/6 11:07,2018/11/6 11:19,2018/11/6 11:30,,2018/11/6 11:02,0:16:49,0:16:49,344,03,07,02,02,2018/11/6 11:02,2018/11/6 11:27,43410.459722222243410.4770833333,肯定的,,,
-,-,11,2018/11/6 11:08,073-154-ORANGE 073-153-ORANGE,10237,乗客アプリ（地図から）,4825,698,10,2,,2018/11/6 11:11,2018/11/6 11:16,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.45435 139.631762,横浜ロイヤルパークホテル,2018/11/6 11:10,2018/11/6 11:10,2018/11/6 11:18,2018/11/6 11:18,,2018/11/6 11:08,0:05:10,0:10:20,,01,03,,,2018/11/6 11:08,2018/11/6 11:16,43410.463888888943410.4694444444,#N/A,,,
-,-,11,2018/11/6 11:09,167-338-CAKE,10238,乗客アプリWeb（目的地から）,5173,510,8,3,,2018/11/6 11:12,2018/11/6 11:19,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/6 11:11,2018/11/6 11:11,2018/11/6 11:20,2018/11/6 11:20,,2018/11/6 11:09,0:07:29,0:22:27,,01,02,,,2018/11/6 11:09,2018/11/6 11:19,43410.464583333343410.4715277778,#N/A,,,
★,-,11,2018/11/6 11:10,167-358-CAKE,10239,乗客アプリWeb（地図から）,5260,612,5,2,,2018/11/6 11:19,2018/11/6 11:31,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/6 11:19,2018/11/6 11:19,2018/11/6 11:34,2018/11/6 11:34,2018/11/6 11:19,2018/11/6 11:19,0:11:32,0:23:04,,00,00,,,2018/11/6 11:10,2018/11/6 11:31,43410.465277777843410.4798611111,肯定的,,,
-,-,11,2018/11/6 11:14,062-931-BANANA 062-932-BANANA,10240,まちかど端末（店舗から）,0,794,1,2,,2018/11/6 11:19,2018/11/6 11:22,35.456605 139.635327,横浜ベイホテル東急,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/6 11:20,2018/11/6 11:20,2018/11/6 11:28,2018/11/6 11:28,,2018/11/6 11:14,0:03:26,0:06:52,,00,04,,,2018/11/6 11:14,2018/11/6 11:22,43410.468055555643410.4736111111,#N/A,,,
★,-,11,2018/11/6 11:20,062-844-BANANA 071-142-ORANGE 063-075-BANANA,10241,まちかど端末（店舗から）,0,314,9,3,,2018/11/6 11:30,2018/11/6 11:40,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/6 11:29,2018/11/6 11:29,2018/11/6 11:43,2018/11/6 11:43,2018/11/6 11:29,2018/11/6 11:29,0:10:24,0:31:12,,00,00,,,2018/11/6 11:20,2018/11/6 11:40,43410.472222222243410.4861111111,#N/A,,,
★,-,11,2018/11/6 11:21,063-397-BANANA,10242,乗客アプリ（目的地から）,5236,280,4,1,,2018/11/6 11:27,2018/11/6 11:35,35.441002 139.650809,横浜元町ショッピングストリート,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/6 11:31,2018/11/6 11:31,2018/11/6 11:39,2018/11/6 11:39,2018/11/6 11:31,2018/11/6 11:31,0:07:13,0:07:13,,00,00,,,2018/11/6 11:21,2018/11/6 11:35,43410.472916666743410.4826388889,#N/A,,,
-,-,11,2018/11/6 11:22,167-359-CAKE,10244,乗客アプリWeb（目的地から）,5261,957,8,3,,2018/11/6 11:30,2018/11/6 11:39,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/6 11:25,2018/11/6 11:25,2018/11/6 11:35,2018/11/6 11:35,,2018/11/6 11:22,0:08:34,0:25:42,,05,07,,,2018/11/6 11:22,2018/11/6 11:39,43410.473611111143410.4854166667,#N/A,,,
-,-,11,2018/11/6 11:27,114-334-SUN 113-900-SUN,10245,乗客アプリ（地図から）,5119,452,10,2,,2018/11/6 11:30,2018/11/6 11:37,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/6 11:31,2018/11/6 11:31,2018/11/6 11:45,2018/11/6 11:45,,2018/11/6 11:27,0:06:10,0:12:20,,00,03,,,2018/11/6 11:27,2018/11/6 11:37,43410.477083333343410.4840277778,肯定的,,,
-,-,11,2018/11/6 11:31,017-629-RED,10246,乗客アプリ（目的地から）,3118,698,6,1,,2018/11/6 11:33,2018/11/6 11:40,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/6 11:33,2018/11/6 11:33,2018/11/6 11:40,2018/11/6 11:40,,2018/11/6 11:31,0:07:24,0:07:24,,00,02,,,2018/11/6 11:31,2018/11/6 11:40,43410.479861111143410.4861111111,#N/A,,,
★,-,11,2018/11/6 11:32,020-409-GREEN 020-410-GREEN 020-411-GREEN,10247,まちかど端末（店舗から）,0,795,3,3,,2018/11/6 11:42,2018/11/6 11:48,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/6 11:42,2018/11/6 11:47,2018/11/6 11:51,2018/11/6 11:56,2018/11/6 11:41,2018/11/6 11:41,0:05:51,0:17:33,,00,01,,,2018/11/6 11:32,2018/11/6 11:48,43410.480555555643410.4916666667,#N/A,,,
-,-,11,2018/11/6 11:38,017-121-RED,10249,乗客アプリ（簡単予約）,3429,438,9,1,,2018/11/6 11:41,2018/11/6 11:54,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/6 11:42,2018/11/6 11:42,2018/11/6 11:56,2018/11/6 12:09,,2018/11/6 11:38,0:13:23,0:13:23,,00,02,,,2018/11/6 11:38,2018/11/6 11:54,43410.484722222243410.4958333333,#N/A,,,
★,-,11,2018/11/6 11:40,111-250-SUN,10250,まちかど端末（店舗から）,0,325,9,1,,2018/11/6 11:46,2018/11/6 11:51,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/6 11:49,2018/11/6 11:49,2018/11/6 12:02,2018/11/6 12:02,2018/11/6 11:49,2018/11/6 11:49,0:04:48,0:04:48,,00,00,,,2018/11/6 11:40,2018/11/6 11:51,43410.486111111143410.49375,#N/A,,,
-,-,11,2018/11/6 11:47,016-974-RED,10253,まちかど端末（店舗から）,0,431,4,1,,2018/11/6 11:51,2018/11/6 11:56,35.443073 139.651914,横浜人形の家,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/6 11:50,2018/11/6 11:50,2018/11/6 11:55,2018/11/6 11:55,,2018/11/6 11:47,0:04:55,0:04:55,,00,03,,,2018/11/6 11:47,2018/11/6 11:56,43410.490972222243410.4972222222,#N/A,,,
★,-,11,2018/11/6 11:49,020-409-GREEN 020-410-GREEN 020-411-GREEN,10254,まちかど端末（店舗から）,0,891,5,3,,2018/11/6 11:55,2018/11/6 12:10,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/6 11:59,2018/11/6 11:59,2018/11/6 12:14,2018/11/6 12:14,2018/11/6 11:59,2018/11/6 11:59,0:14:28,0:43:24,,00,00,,,2018/11/6 11:49,2018/11/6 12:10,43410.492361111143410.5069444444,#N/A,,,
-,-,11,2018/11/6 11:56,166-802-agekke 166-804-agekke 166-816-agekke,10257,まちかど端末（乗降ポイントから）,0,463,6,3,,2018/11/6 11:58,2018/11/6 12:14,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/6 11:59,2018/11/6 11:59,2018/11/6 12:10,2018/11/6 12:10,,2018/11/6 11:56,0:15:53,0:47:39,,00,02,,,2018/11/6 11:56,2018/11/6 12:14,43410.497222222243410.5097222222,#N/A,,,
-,-,11,2018/11/6 11:59,062-844-BANANA 063-075-BANANA 071-142-ORANGE,10258,乗客アプリ（地図から）,5240,12,7,3,,2018/11/6 12:07,2018/11/6 12:15,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/6 12:05,2018/11/6 12:05,2018/11/6 12:23,2018/11/6 12:23,,2018/11/6 11:59,0:08:05,0:24:15,,02,08,,,2018/11/6 11:59,2018/11/6 12:15,43410.499305555643410.5104166667,#N/A,,,
-,-,11,2018/11/6 11:59,114-083-SUN,10259,乗客アプリ（地図から）,1747,546,5,1,,2018/11/6 12:04,2018/11/6 12:10,35.452963 139.642093,横浜赤レンガ倉庫,35.445857 139.647636,ホテルモントレ横浜,2018/11/6 12:02,2018/11/6 12:02,2018/11/6 12:10,2018/11/6 12:10,,2018/11/6 11:59,0:05:33,0:05:33,,01,05,,,2018/11/6 11:59,2018/11/6 12:10,43410.499305555643410.5069444444,#N/A,,,
-,-,11,2018/11/6 11:59,064-586-BANANA 064-585-BANANA,10260,乗客アプリ（地図から）,5262,308,4,2,,2018/11/6 12:02,2018/11/6 12:12,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/6 12:01,2018/11/6 12:01,2018/11/6 12:11,2018/11/6 12:11,,2018/11/6 11:59,0:09:49,0:19:38,,00,02,,,2018/11/6 11:59,2018/11/6 12:12,43410.499305555643410.5083333333,肯定的,,,
★,☆,11,2018/11/6 11:21,167-309-CAKE,10243,乗客アプリ（目的地から）,5103,506,3,4,2018/11/6 11:22,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/6 11:31,,2018/11/6 11:45,,2018/11/6 11:31,2018/11/6 11:31,0:00:00,0:00:00,,00,00,,,2018/11/6 11:21,1900/1/0 0:00,43410.47291666670,#N/A,,,
-,☆,11,2018/11/6 11:37,111-250-SUN,10248,まちかど端末（店舗から）,0,625,4,1,2018/11/6 11:39,,,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/6 11:40,,2018/11/6 11:52,,,2018/11/6 11:37,0:00:00,0:00:00,,00,02,,,2018/11/6 11:37,1900/1/0 0:00,43410.48402777780,#N/A,,,
★,-,12,2018/11/6 11:40,054-404-STRAWBERRY 054-401-STRAWBERRY,10252,乗客アプリ（地図から）,1158,109,3,2,,2018/11/6 12:36,2018/11/6 12:44,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.445783 139.642958,横浜情報文化センター,2018/11/6 12:40,2018/11/6 12:40,2018/11/6 12:52,2018/11/6 12:52,2018/11/6 12:40,2018/11/6 12:40,0:07:24,0:14:48,356,00,00,04,04,2018/11/6 11:40,2018/11/6 12:44,43410.486111111143410.5305555556,#N/A,,,
★,-,12,2018/11/6 11:52,024-546-GREEN 024-547-GREEN 024-548-GREEN,10255,まちかど端末（店舗から）,0,316,10,3,,2018/11/6 12:02,2018/11/6 12:09,35.447541 139.644914,シルク博物館,35.454389 139.630904,横浜ランドマークタワー,2018/11/6 12:02,2018/11/6 12:02,2018/11/6 12:18,2018/11/6 12:18,2018/11/6 12:02,2018/11/6 12:02,0:06:52,0:20:36,,00,00,,,2018/11/6 11:52,2018/11/6 12:09,43410.494444444443410.50625,#N/A,,,
★,-,12,2018/11/6 12:00,016-302-RED,10261,乗客アプリ（地図から）,2554,799,6,1,,2018/11/6 12:08,2018/11/6 12:21,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/6 12:10,2018/11/6 12:10,2018/11/6 12:29,2018/11/6 12:29,2018/11/6 12:10,2018/11/6 12:10,0:12:37,0:12:37,,00,00,,,2018/11/6 12:00,2018/11/6 12:21,43410.543410.5145833333,#N/A,,,
-,-,12,2018/11/6 12:08,115-681-SUN,10262,乗客アプリ（目的地から）,2636,655,8,1,,2018/11/6 12:12,2018/11/6 12:28,35.450681 139.632446,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/6 12:10,2018/11/6 12:10,2018/11/6 12:21,2018/11/6 12:40,,2018/11/6 12:08,0:16:29,0:16:29,,02,04,,,2018/11/6 12:08,2018/11/6 12:28,43410.505555555643410.5194444444,肯定的,,,
-,-,12,2018/11/6 12:09,109-586-SNOW,10263,まちかど端末（店舗から）,0,608,10,1,,2018/11/6 12:19,2018/11/6 12:29,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447546 139.64358,横浜開港資料館,2018/11/6 12:15,2018/11/6 12:16,2018/11/6 12:24,2018/11/6 12:34,,2018/11/6 12:09,0:10:18,0:10:18,,03,10,,,2018/11/6 12:09,2018/11/6 12:29,43410.5062543410.5201388889,#N/A,,,
-,-,12,2018/11/6 12:09,063-114-BANANA 063-113-BANANA,10264,まちかど端末（店舗から）,0,822,9,2,,2018/11/6 12:16,2018/11/6 12:23,35.443704 139.651332,ホテルメルパルク横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/6 12:21,2018/11/6 12:21,2018/11/6 12:37,2018/11/6 12:37,,2018/11/6 12:09,0:07:07,0:14:14,,00,06,,,2018/11/6 12:09,2018/11/6 12:23,43410.5062543410.5159722222,#N/A,,,
★,-,12,2018/11/6 12:12,167-361-CAKE,10265,乗客アプリWeb（目的地から）,5266,213,8,4,,2018/11/6 12:21,2018/11/6 12:28,35.450681 139.632446,横浜桜木町ワシントンホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/6 12:22,2018/11/6 12:22,2018/11/6 12:34,2018/11/6 12:34,2018/11/6 12:22,2018/11/6 12:22,0:06:19,0:25:16,,00,00,,,2018/11/6 12:12,2018/11/6 12:28,43410.508333333343410.5194444444,#N/A,,,
★,-,12,2018/11/6 12:13,018-122-RED,10266,乗客アプリ（地図から）,3738,372,7,1,,2018/11/6 12:25,2018/11/6 12:52,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/6 12:23,2018/11/6 12:23,2018/11/6 12:49,2018/11/6 12:49,2018/11/6 12:23,2018/11/6 12:23,0:26:48,0:26:48,,02,02,,,2018/11/6 12:13,2018/11/6 12:52,43410.509027777843410.5361111111,#N/A,,,
★,-,12,2018/11/6 12:15,003-381-BLUE,10267,乗客アプリ（地図から）,1771,163,10,1,,2018/11/6 12:23,2018/11/6 12:33,35.450681 139.632446,横浜桜木町ワシントンホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/11/6 12:25,2018/11/6 12:25,2018/11/6 12:43,2018/11/6 12:43,2018/11/6 12:25,2018/11/6 12:25,0:09:53,0:09:53,,00,00,,,2018/11/6 12:15,2018/11/6 12:33,43410.510416666743410.5229166667,#N/A,,,
-,-,12,2018/11/6 12:17,105-343-SNOW 105-392-SNOW,10268,まちかど端末（店舗から）,0,329,2,2,,2018/11/6 12:24,2018/11/6 12:32,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/6 12:26,2018/11/6 12:26,2018/11/6 12:39,2018/11/6 12:39,,2018/11/6 12:17,0:08:05,0:16:10,,00,07,,,2018/11/6 12:17,2018/11/6 12:32,43410.511805555643410.5222222222,#N/A,,,
★,-,12,2018/11/6 12:18,063-397-BANANA,10269,乗客アプリ（目的地から）,5236,136,9,1,,2018/11/6 12:24,2018/11/6 12:28,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/6 12:31,2018/11/6 12:31,2018/11/6 12:44,2018/11/6 12:44,2018/11/6 12:28,2018/11/6 12:28,0:04:45,0:04:45,,00,00,,,2018/11/6 12:18,2018/11/6 12:28,43410.512543410.5194444444,#N/A,,,
-,-,12,2018/11/6 12:18,024-550-GREEN,10270,まちかど端末（店舗から）,0,134,6,1,,2018/11/6 12:23,2018/11/6 12:30,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/6 12:26,2018/11/6 12:26,2018/11/6 12:38,2018/11/6 12:38,,2018/11/6 12:18,0:06:17,0:06:17,,00,05,,,2018/11/6 12:18,2018/11/6 12:30,43410.512543410.5208333333,#N/A,,,
